2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Home Installation,Install,Services,HomeView,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,624,Active Singles,Silver,Cust_EMEA,EMEA,-254.7541582,-837.81,433.45066,100.168
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Maintenance,Maintenance,Services,HomeView,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Morange Office,933,Rural based,Non Member,Cust_EMEA,EMEA,-0.241613233,-0.78,425.48994,0.0
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,50 MP DSLR Camera,Camera,Digital,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,134,Baby Boomers,Gold,Cust_APAC,APAC,-22.4338716,-103.64,608.88964,79.08
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,SoundX Nano 16gb,Audio,Electronics,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Copper Office,509,Urban based,Platinum,Cust_APAC,APAC,-66.6964096,-313.94,620.3826,61.946
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Premium Bluetooh Sound Bar Speaker,Accessories,Electronics,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Morange Office,212,Students,Non Member,Cust_AMERICAS,APAC,-124.5677251,-497.81,526.71234,160.796
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,PocketFun ES,Portable,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,139,Rural based,Silver,Cust_APAC,AMERICAS,-262.2542698,-996.54,500.82682,0.0
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Home Installation,Install,Services,HomeView,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,590,Active Singles,Silver,Cust_APAC,EMEA,-536.7188534,-1217.01,298.8565,185.838
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,AMOLED HD Television,AMOLED,TV,HomeView,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,570,Students,Gold,Cust_APAC,APAC,-630.9706566,-1438.55,300.49082,86.988
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Maintenance,Maintenance,Services,HomeView,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Copper Office,996,Students,Non Member,Cust_APAC,APAC,-248.9556884,-607.9,321.82924,0.0
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,LED HD Television,LED,TV,HomeView,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,685,Rural based,Gold,Cust_AMERICAS,EMEA,-528.195791,-1116.87,278.6911,138.39
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,CompCell RX3,Cell Phones,Communication,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Copper Office,104,Rural based,Silver,Cust_AMERICAS,AMERICAS,-1145.481166,-860.6,99.02134,259.646
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,"\"Cosmic 5\"\" G6\"",Smart Phones,Communication,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,56,Seniors,Silver,Cust_AMERICAS,EMEA,-123.5658295,-742.47,791.94666,245.148
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,PocketFun ES,Portable,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,440,Urban based,Non Member,Cust_EMEA,AMERICAS,31.36540671,111.94,470.38102,54.038
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,X-Station 180,Gaming,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Morange Office,558,Students,Non Member,Cust_EMEA,EMEA,-168.619136,-381.72,298.36884,0.0
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Home Installation,Install,Services,HomeView,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,919,Students,Silver,Cust_EMEA,AMERICAS,-293.2683834,-599.03,269.21468,0.0
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,SoundX Nano 32gb,Audio,Electronics,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,779,Baby Boomers,Non Member,Cust_APAC,AMERICAS,-173.8929356,-451.2,341.98146,46.13
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,SoundX Nano 32gb,Audio,Electronics,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,628,Students,Referrals,Cust_EMEA,EMEA,-127.1532633,-347.37,360.06442,77.762
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,PocketFun ES,Portable,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,440,Urban based,Non Member,Cust_EMEA,AMERICAS,24.74654378,80.55,429.009,54.038
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,KeyMax S-Phone,Smart Phones,Communication,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Morange Office,533,Urban based,Non Member,Cust_EMEA,AMERICAS,-504.2008516,-1941.98,507.64088,73.808
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,CompCell RX3,Cell Phones,Communication,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Morange Office,612,Rural based,Silver,Cust_EMEA,AMERICAS,-906.3648172,-488.44,71.02702,64.582
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,MaxiFun 2000,Portable,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,624,Active Singles,Silver,Cust_EMEA,EMEA,-840.9334248,-612.62,96.0163,56.674
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,"\"Cosmic 5\"\" G6\"",Smart Phones,Communication,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,268,Urban based,Platinum,Cust_EMEA,AMERICAS,55.8308984,150.95,356.34766,30.314
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,"\"Cosmic 5\"\" G6\"",Smart Phones,Communication,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Morange Office,164,Students,Referrals,Cust_EMEA,EMEA,-301.1213673,-835.13,365.53412,0.0
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,SoundX Nano 32gb,Audio,Electronics,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,506,Rural based,Non Member,Cust_EMEA,AMERICAS,-295.144054,-690.46,308.33292,106.758
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,LED HD Television,LED,TV,HomeView,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Copper Office,41,Others,Silver,Cust_EMEA,APAC,-1674.90677,-2335.49,183.78192,427.032
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,MaxiFun 2000,Portable,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Copper Office,820,Students,Platinum,Cust_AMERICAS,EMEA,-478.5869904,-307.54,84.69468,89.624
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,MaxiFun 2000,Portable,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Morange Office,613,Rural based,Gold,Cust_EMEA,EMEA,-2078.075758,-1371.53,86.988,187.156
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Play Box,Gaming,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Morange Office,243,Active Singles,Non Member,Cust_AMERICAS,APAC,-175.8321309,-718.96,538.91702,122.574
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Play Box,Gaming,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,282,Rural based,Non Member,Cust_EMEA,EMEA,-84.34935673,-325.85,509.15658,0.0
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,10X Smart Phone,Cell Phones,Communication,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,960,Urban based,Platinum,Cust_EMEA,AMERICAS,-253.4860125,-1049.28,545.57292,257.01
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,SoundX Nano 16gb,Audio,Electronics,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Copper Office,968,Students,Non Member,Cust_AMERICAS,AMERICAS,-253.8692593,-642.34,333.48036,69.854
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Tungsten E LED TV,LED,TV,HomeView,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Manufactured Dept.,Figueroa Office,622,Urban based,Silver,Cust_APAC,EMEA,-2308.733061,-1073.33,61.27382,48.766
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Premium Bluetooh Sound Bar Speaker,Accessories,Electronics,BizTech,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Copper Office,651,Urban based,Gold,Cust_AMERICAS,AMERICAS,-386.9537649,-732.31,249.4315,282.052
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,PocketFun ES,Portable,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,340,Others,Referrals,Cust_AMERICAS,AMERICAS,-188.4144369,-407.71,285.20202,130.482
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,Play Box,Gaming,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Local Plants Dept.,Copper Office,504,Students,Non Member,Cust_AMERICAS,EMEA,-751.9838201,-1264.16,221.56898,143.662
2017-10-01,2017,2017 HY2,2017 Q4,2017 Week 39,X-Station 180,Gaming,Games,FunPod,City_Sydney,NSW,NSW,Local,AUD,Australia,Oceania,MFG_APAC,Assembled Dept.,River Office,208,Seniors,Gold,Cust_EMEA,AMERICAS,-617.2522863,-897.67,191.67674,96.214
